loss,mae,val_loss,val_mae,learning_rate
7650.7939453125,66.57935333251953,3151.087890625,42.58525466918945,0.0010000000474974513
2072.41650390625,33.53608703613281,2491.779541015625,37.339359283447266,0.0010000000474974513
1870.8916015625,31.578384399414062,2362.123779296875,36.15534591674805,0.0010000000474974513
1809.5240478515625,30.955198287963867,2329.68701171875,35.794132232666016,0.0010000000474974513
1774.903564453125,30.47288703918457,2244.4296875,34.88392639160156,0.0010000000474974513
1728.4859619140625,29.90841293334961,2177.86376953125,34.337528228759766,0.0010000000474974513
1704.0537109375,29.603818893432617,2132.64306640625,33.997779846191406,0.0010000000474974513
1679.42333984375,29.300376892089844,2127.779541015625,33.897586822509766,0.0010000000474974513
1674.90478515625,29.21120834350586,2111.189208984375,33.78392791748047,0.0010000000474974513
1647.147216796875,28.923799514770508,2110.880126953125,33.7816047668457,0.0010000000474974513
1662.5616455078125,28.976516723632812,2123.50390625,33.84965896606445,0.0010000000474974513
1645.4537353515625,28.814655303955078,2108.6337890625,33.7674560546875,0.0010000000474974513
1642.7186279296875,28.76984214782715,2101.889892578125,33.75593948364258,0.0010000000474974513
1637.8541259765625,28.7232723236084,2106.34912109375,33.76474380493164,0.0010000000474974513
1642.4537353515625,28.682266235351562,2106.995849609375,33.719520568847656,0.0010000000474974513
1629.5328369140625,28.578332901000977,2106.6630859375,33.743804931640625,0.0010000000474974513
1622.4150390625,28.592514038085938,2102.304443359375,33.74222183227539,0.0010000000474974513
1640.66748046875,28.584697723388672,2121.254638671875,33.79877853393555,0.0010000000474974513
1618.7364501953125,28.46070098876953,2146.377197265625,33.92982482910156,0.0005000000237487257
1615.4677734375,28.455480575561523,2151.1650390625,33.98033905029297,0.0005000000237487257
1610.293701171875,28.43998908996582,2134.44580078125,33.87004470825195,0.0005000000237487257
1607.1407470703125,28.31431007385254,2126.24462890625,33.83229446411133,0.0005000000237487257
1608.4564208984375,28.35894012451172,2140.647216796875,33.904300689697266,0.0005000000237487257
